"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         227,      -9.065157496,      -8.810008736,      -8.910566333,      -8.594308124,      -8.477188914
          0,           0,         228,      -9.083996514,      -8.831080832,       -8.93080178,       -8.61660756,      -8.497186888
          0,           0,         229,      -9.102582562,      -8.852087335,      -8.950066053,      -8.638930626,      -8.517039323
          0,           0,         230,      -9.120923336,      -8.873005921,      -8.968309862,      -8.661136458,      -8.536756488
          0,           0,         231,      -9.139028808,      -8.893819318,      -8.985532167,      -8.683079855,      -8.556352163
          0,           0,         232,       -9.15690986,      -8.914515704,      -9.001780477,      -8.704617348,      -8.575841283
          0,           0,         233,      -9.174579837,      -8.935088736,      -9.017146808,      -8.725614341,      -8.595240588
          0,           0,         234,      -9.192054006,      -8.955537504,      -9.031761138,      -8.745952474,      -8.614567373
          0,           0,         235,      -9.209349866,      -8.975865787,      -9.045781437,      -8.765537021,      -8.633838529
          0,           0,         236,      -9.226487625,      -8.996081406,      -9.059383558,      -8.784302936,      -8.653070445
          0,           0,         237,      -9.243490099,      -9.016195225,      -9.072750746,      -8.802219197,      -8.672278294
          0,           0,         238,      -9.260382882,      -9.036219998,      -9.086064542,      -8.819290544,      -8.691475581
          0,           0,         239,      -9.277194524,      -9.056169459,      -9.099497486,      -8.835556508,      -8.710674365
          0,           0,         240,      -9.293957045,      -9.076057437,      -9.113207674,      -8.851087869,      -8.729886253
          0,           0,         241,      -9.310702329,      -9.095896253,      -9.127335053,      -8.865981086,      -8.749118322
          0,           0,         242,      -9.327464018,       -9.11569613,      -9.141998909,      -8.880350903,      -8.768376521
          0,           0,         243,      -9.344275482,      -9.135464816,      -9.157298032,       -8.89432325,      -8.787664184
          0,           0,         244,      -9.361169054,      -9.155206457,      -9.173310318,      -8.908028127,      -8.806981883
          0,           0,         245,      -9.378174459,      -9.174921491,      -9.190093662,      -8.921593437,      -8.826326883
          0,           0,         246,      -9.395317858,      -9.194606231,      -9.207687251,       -8.93514001,      -8.845693287
          0,           0,         247,      -9.412620928,      -9.214253187,      -9.226112525,      -8.948778086,      -8.865071866
          0,           0,         248,      -9.430099685,      -9.233851387,      -9.245374678,      -8.962604967,      -8.884450094
          0,           0,         249,      -9.447764225,      -9.253387171,      -9.265462396,      -8.976703824,      -8.903812982
          0,           0,         250,      -9.465617346,      -9.272845416,      -9.286348169,      -8.991143423,      -8.923142951
          0,           0,         251,      -9.483654705,       -9.29221027,      -9.307988105,      -9.005978248,      -8.942420023
          0,           0,         252,      -9.501864299,      -9.311466251,      -9.330322316,      -9.021248814,      -8.961621871
          0,           0,         253,      -9.520227501,      -9.330598959,      -9.353275943,      -9.036982564,      -8.980724874
          0,           0,         254,      -9.538719777,      -9.349596619,      -9.376760335,      -9.053194606,      -8.999705427
          0,           0,         255,      -9.557311141,       -9.36845146,      -9.400674803,      -9.069888941,      -9.018541059
          0,           0,         256,       -9.57596796,      -9.387160935,      -9.424909023,      -9.087059696,       -9.03721268
          0,           0,         257,      -9.594654478,       -9.40572904,      -9.449345988,      -9.104692636,      -9.055705899
          0,           0,         258,      -9.613335185,       -9.42416635,      -9.473865092,      -9.122766686,      -9.074012566
          0,           0,         259,      -9.631976224,      -9.442489036,      -9.498347694,      -9.141255558,       -9.09213077
          0,           0,         260,       -9.65054757,      -9.460718815,      -9.522682656,      -9.160129343,      -9.110065387
          0,           0,         261,      -9.669024675,      -9.478881191,       -9.54677095,      -9.179356423,       -9.12782816
          0,           0,         262,      -9.687390243,      -9.497004525,       -9.57053026,      -9.198905215,      -9.145437614
          0,           0,         263,      -9.705633949,      -9.515119819,      -9.593899765,      -9.218745713,      -9.162917338
          0,           0,         264,      -9.723754131,      -9.533259526,      -9.616840056,      -9.238851217,      -9.180297626
          0,           0,         265,      -9.741757487,      -9.551456437,      -9.639335049,      -9.259199705,      -9.197613085
          0,           0,         266,      -9.759658493,       -9.56974331,      -9.661387746,      -9.279774834,      -9.214902354
          0,           0,         267,      -9.777477862,      -9.588151059,      -9.683018003,      -9.300567019,      -9.232205539
          0,           0,         268,       -9.79524089,       -9.60670799,      -9.704258111,       -9.32157367,       -9.24956299
          0,           0,         269,      -9.812976196,      -9.625438027,      -9.725148186,      -9.342799253,      -9.267013774
          0,           0,         270,      -9.830713221,       -9.64436003,      -9.745730721,      -9.364255157,      -9.284593542
          0,           0,         271,      -9.848480713,      -9.663486695,      -9.766046706,      -9.385959102,      -9.302333828
          0,           0,         272,      -9.866304748,      -9.682823865,      -9.786131427,      -9.407934131,      -9.320259397
          0,           0,         273,      -9.884208744,      -9.702370972,      -9.806011172,      -9.430207575,      -9.338390434
          0,           0,         274,      -9.902210871,      -9.722120208,      -9.825701695,      -9.452809782,      -9.356740145
          0,           0,         275,       -9.92032466,      -9.742056963,      -9.845207715,      -9.475772768,       -9.37531475
          0,           0,         276,      -9.938557856,      -9.762161203,      -9.864523402,      -9.499128921,       -9.39411495
          0,           0,         277,      -9.956911145,      -9.782407517,      -9.883635664,      -9.522909493,      -9.413133855
          0,           0,         278,       -9.97538006,      -9.802766356,       -9.90252725,      -9.547143354,      -9.432359355
          0,           0,         279,      -9.993953992,      -9.823205303,      -9.921181942,      -9.571855622,        -9.4517735
          0,           0,         280,      -10.01261878,       -9.84369001,      -9.939590365,      -9.597066249,      -9.471355055
          0,           0,         281,      -10.03135463,      -9.864185915,      -9.957753266,      -9.622788912,      -9.491076573
          0,           0,         282,      -10.05013904,      -9.884659552,       -9.97568638,      -9.649029882,      -9.510907329
          0,           0,         283,      -10.06894644,      -9.905079477,      -9.993422247,       -9.67578706,      -9.530814057
          0,           0,         284,      -10.08774798,      -9.925418135,       -10.0110109,      -9.703048528,      -9.550759685
          0,           0,         285,      -10.10651448,      -9.945651284,       -10.0285178,      -9.730791912,      -9.570705912
          0,           0,         286,      -10.12521548,      -9.965757625,      -10.04602055,      -9.758983012,      -9.590612097
          0,           0,         287,      -10.14381991,       -9.98571975,      -10.06360286,      -9.787574326,      -9.610436143
          0,           0,         288,      -10.16229658,      -10.00552217,      -10.08134801,      -9.816503577,      -9.630133801
          0,           0,         289,        -10.180614,       -10.0251514,      -10.09933094,      -9.845691476,      -9.649658324
          0,           0,         290,      -10.19874252,      -10.04459318,      -10.11760936,      -9.875038776,      -9.668963034
          0,           0,         291,       -10.2166526,      -10.06383308,      -10.13621498,      -9.904422685,      -9.687999616
          0,           0,         292,      -10.23431675,      -10.08285489,      -10.15514389,      -9.933692663,      -9.706719572
          0,           0,         293,      -10.25171027,      -10.10164043,      -10.17434795,      -9.962664592,      -9.725075004
          0,           0,         294,        -10.268811,      -10.12016672,      -10.19372728,      -9.991117081,      -9.743021801
          0,           0,         295,      -10.28560203,      -10.13840866,      -10.21312412,      -10.01878799,      -9.760519213
          0,           0,         296,      -10.30207086,      -10.15633632,      -10.23232194,      -10.04537485,      -9.777533975
          0,           0,         297,      -10.31821174,       -10.1739173,       -10.2510486,      -10.07054149,      -9.794042408
          0,           0,         298,      -10.33402698,      -10.19111892,      -10.26898826,      -10.09393275,      -9.810032828
          0,           0,         299,      -10.34952582,      -10.20790613,      -10.28580604,      -10.11519864,      -9.825505654
          0,           0,         300,      -10.36472508,      -10.22424581,      -10.30117773,      -10.13402674,      -9.840476476
          0,           0,         301,       -10.3796511,      -10.24010929,      -10.31483112,        -10.150179,      -9.854974207
          0,           0,         302,      -10.39433626,      -10.25547321,      -10.32658614,      -10.16352724,      -9.869041068
          0,           0,         303,      -10.40882254,      -10.27032435,      -10.33638759,      -10.17407603,      -9.882731921
          0,           0,         304,      -10.42315789,      -10.28466087,      -10.34432151,      -10.18197189,      -9.896110154
          0,           0,         305,      -10.43739512,      -10.29849442,      -10.35060757,      -10.18748647,       -9.90924558
          0,           0,         306,      -10.45158845,      -10.31185222,       -10.3555769,      -10.19099093,      -9.922212558
          0,           0,         307,       -10.4657946,      -10.32477476,      -10.35963329,      -10.19291758,      -9.935083606
          0,           0,         308,      -10.48006748,      -10.33731901,      -10.36321047,      -10.19372331,      -9.947930269
          0,           0,         309,      -10.49445701,      -10.34954859,      -10.36673979,      -10.19385465,      -9.960817029
          0,           0,         310,      -10.50900823,      -10.36153649,      -10.37061739,      -10.19372733,      -9.973799253
          0,           0,         311,      -10.52375428,      -10.37335847,      -10.37518894,      -10.19370913,      -9.986920927
          0,           0,         312,      -10.53871634,      -10.38508751,      -10.38074219,       -10.1941156,      -10.00021228
          0,           0,         313,      -10.55390407,      -10.39679345,      -10.38750076,      -10.19520878,      -10.01368927
          0,           0,         314,      -10.56930842,      -10.40853574,      -10.39562709,      -10.19720068,      -10.02734828
          0,           0,         315,      -10.58490341,      -10.42036126,      -10.40522282,      -10.20025719,      -10.04116971
          0,           0,         316,      -10.60064015,      -10.43230192,      -10.41632344,      -10.20450343,      -10.05510936
          0,           0,         317,      -10.61645155,       -10.4443713,      -10.42889319,      -10.21002577,       -10.0691063
          0,           0,         318,      -10.63224594,      -10.45656478,      -10.44281321,      -10.21687423,      -10.08307686
          0,           0,         319,      -10.64791335,      -10.46886105,      -10.45786648,      -10.22506075,      -10.09692206
          0,           0,         320,      -10.66332719,       -10.4812204,      -10.47372811,      -10.23455627,      -10.11053375
          0,           0,         321,      -10.67835307,        -10.493592,      -10.48995026,      -10.24528779,      -10.12380146
          0,           0,         322,      -10.69285911,      -10.50591376,      -10.50596846,      -10.25713341,      -10.13662256
          0,           0,         323,      -10.70672102,      -10.51812031,      -10.52111218,      -10.26991822,      -10.14890883
          0,           0,         324,       -10.7198386,      -10.53014485,      -10.53465205,      -10.28340934,      -10.16059447
          0,           0,         325,      -10.73214003,      -10.54192426,      -10.54587393,      -10.29731487,      -10.17164284
          0,           0,         326,      -10.74359374,      -10.55340148,      -10.55418149,      -10.31128639,       -10.1820477
          0,           0,         327,      -10.75420114,      -10.56453006,      -10.55920771,      -10.32492581,      -10.19183192
          0,           0,         328,      -10.76400669,      -10.57527392,      -10.56088957,      -10.33780496,      -10.20104909
          0,           0,         329,      -10.77309113,      -10.58561543,      -10.55949004,      -10.34949409,      -10.20977982
          0,           0,         330,       -10.7815602,       -10.5955538,       -10.5555393,      -10.35960048,      -10.21812171
          0,           0,         331,       -10.7895468,      -10.60511194,      -10.54973876,      -10.36781728,      -10.22619068
          0,           0,         332,      -10.79720022,      -10.61433557,       -10.5428502,      -10.37395843,      -10.23411107
          0,           0,         333,      -10.80467612,      -10.62328872,      -10.53560468,      -10.37799158,      -10.24201106
          0,           0,         334,      -10.81212799,      -10.63205539,      -10.52864635,      -10.38004161,      -10.25001328
          0,           0,         335,      -10.81970243,      -10.64073508,      -10.52250821,      -10.38037129,      -10.25823558
          0,           0,         336,      -10.82752743,      -10.64943008,      -10.51760902,      -10.37934661,      -10.26677799
          0,           0,         337,      -10.83571746,      -10.65824237,      -10.51426476,      -10.37739138,       -10.2757191
          0,           0,         338,      -10.84436113,      -10.66727132,      -10.51270387,      -10.37494434,      -10.28512432
          0,           0,         339,      -10.85351816,      -10.67659977,      -10.51308565,      -10.37242437,      -10.29502684
          0,           0,         340,      -10.86322655,      -10.68629376,      -10.51551046,      -10.37020751,      -10.30543769
          0,           0,         341,      -10.87349037,      -10.69639329,      -10.52003396,      -10.36861506,      -10.31633623
          0,           0,         342,      -10.88428006,      -10.70690907,      -10.52666836,      -10.36790956,      -10.32766692
          0,           0,         343,      -10.89553809,       -10.7178218,      -10.53539135,      -10.36829869,      -10.33934362
          0,           0,         344,      -10.90717178,      -10.72907736,      -10.54614099,      -10.36993789,      -10.35124594
          0,           0,         345,      -10.91905364,      -10.74059335,      -10.55880785,      -10.37293746,      -10.36322314
          0,           0,         346,      -10.93102759,      -10.75225932,      -10.57321789,      -10.37736371,      -10.37509683
          0,           0,         347,      -10.94291863,      -10.76394211,      -10.58912149,      -10.38324204,      -10.38667662
          0,           0,         348,      -10.95454553,      -10.77548787,      -10.60616891,      -10.39055624,      -10.39777356
          0,           0,         349,      -10.96572417,      -10.78672666,      -10.62389813,      -10.39924411,      -10.40820459
          0,           0,         350,      -10.97628879,      -10.79748376,      -10.64172737,      -10.40919677,      -10.41781309
          0,           0,         351,      -10.98610259,      -10.80758845,      -10.65896121,      -10.42025514,      -10.42648278
          0,           0,         352,      -10.99506623,      -10.81688864,      -10.67481761,      -10.43220729,      -10.43415363
          0,           0,         353,      -11.00312661,      -10.82526872,      -10.68849906,      -10.44478865,      -10.44081802
          0,           0,         354,      -11.01028958,        -10.832654,      -10.69929523,      -10.45768126,      -10.44653265
          0,           0,         355,      -11.01660732,      -10.83903209,       -10.7066929,      -10.47052259,      -10.45140402
          0,           0,         356,      -11.02217927,      -10.84443429,      -10.71048943,      -10.48291518,      -10.45557566
          0,           0,         357,      -11.02714411,      -10.84894973,       -10.7108269,      -10.49444929,      -10.45922489
          0,           0,         358,      -11.03166688,      -10.85270803,      -10.70816897,      -10.50473643,      -10.46253604
          0,           0,         359,      -11.03593198,      -10.85587264,      -10.70320048,      -10.51344343,      -10.46570219
          0,           0,         360,      -11.04012254,      -10.85862941,      -10.69670493,      -10.52033473,      -10.46890724
          0,           0,         361,      -11.04442512,      -10.86117422,      -10.68946031,      -10.52529796,      -10.47233114
          0,           0,         362,      -11.04900654,      -10.86371304,      -10.68216555,       -10.5283651,      -10.47613089
          0,           0,         363,      -11.05403073,      -10.86643861,      -10.67540562,      -10.52970411,      -10.48045294
          0,           0,         364,      -11.05962186,      -10.86953187,       -10.6696428,      -10.52959508,       -10.4854106
          0,           0,         365,      -11.06589471,      -10.87315075,      -10.66522917,      -10.52839624,      -10.49110131
          0,           0,         366,      -11.07293732,      -10.87743381,      -10.66242605,       -10.5265016,      -10.49760575
          0,           0,         367,      -11.08079826,      -10.88248633,      -10.66141346,      -10.52431133,      -10.50496026
          0,           0,         368,      -11.08951464,      -10.88838939,      -10.66231347,      -10.52219905,      -10.51318854
          0,           0,         369,      -11.09909546,      -10.89519058,      -10.66520316,       -10.5204995,      -10.52228571
          0,           0,         370,       -11.1095095,       -10.9029088,       -10.6701203,      -10.51949849,      -10.53221711
          0,           0,         371,      -11.12070838,      -10.91153294,      -10.67707389,      -10.51943088,      -10.54292742
          0,           0,         372,      -11.13260856,      -10.92101619,      -10.68604238,      -10.52048617,      -10.55432611
          0,           0,         373,      -11.14509237,      -10.93128758,      -10.69697735,      -10.52281171,      -10.56628717
          0,           0,         374,      -11.15801961,      -10.94224272,      -10.70980725,      -10.52651683,      -10.57867038
          0,           0,         375,      -11.17121192,       -10.9537531,      -10.72441984,      -10.53168185,      -10.59130371
          0,           0,         376,       -11.1844733,      -10.96566296,      -10.74065448,       -10.5383569,      -10.60399591
          0,           0,         377,      -11.19759763,      -10.97780193,      -10.75829899,      -10.54656956,      -10.61656202
          0,           0,         378,      -11.21037293,       -10.9899868,      -10.77706787,      -10.55631772,      -10.62880617
          0,           0,         379,      -11.22260989,      -11.00202463,      -10.79659405,      -10.56757573,      -10.64055576
          0,           0,         380,      -11.23413944,      -11.01372677,       -10.8164324,      -10.58028732,      -10.65167028
          0,           0,         381,       -11.2448305,      -11.02491068,      -10.83604892,      -10.59436744,      -10.66204121
          0,           0,         382,      -11.25461419,      -11.03542462,      -10.85485013,      -10.60969548,      -10.67161298
          0,           0,         383,      -11.26345897,      -11.04514891,      -10.87221502,      -10.62611377,      -10.68036697
          0,           0,         384,      -11.27139937,      -11.05400817,      -10.88756012,      -10.64342559,      -10.68833744
          0,           0,         385,      -11.27852307,      -11.06198227,      -10.90041217,      -10.66138861,      -10.69561401
          0,           0,         386,      -11.28495628,      -11.06910344,      -10.91048142,      -10.67972106,      -10.70230818
          0,           0,         387,      -11.29085957,      -11.07545695,       -10.9177175,      -10.69809801,      -10.70856465
          0,           0,         388,      -11.29642505,      -11.08116622,      -10.92232378,      -10.71616468,      -10.71454904
          0,           0,         389,      -11.30184208,       -11.0863884,      -10.92471173,      -10.73355423,      -10.72043472
          0,           0,         390,      -11.30729634,       -11.0913066,      -10.92542472,      -10.74991312,      -10.72637702
          0,           0,         391,      -11.31296919,       -11.0961122,      -10.92507827,      -10.76492922,      -10.73253945
          0,           0,         392,      -11.31902578,      -11.10099503,      -10.92426977,      -10.77836774,      -10.73907096
          0,           0,         393,      -11.32561111,      -11.10615043,      -10.92354534,        -10.790098,      -10.74610038
          0,           0,         394,      -11.33284955,      -11.11174203,      -10.92338114,      -10.80010985,       -10.7537409
          0,           0,         395,       -11.3408393,      -11.11792427,        -10.924155,      -10.80851367,      -10.76208109
          0,           0,         396,      -11.34964018,       -11.1248167,      -10.92616413,      -10.81553048,      -10.77118015
          0,           0,         397,      -11.35930013,       -11.1325321,      -10.92964384,       -10.8214541,      -10.78107762
          0,           0,         398,      -11.36983217,      -11.14112604,      -10.93475663,      -10.82662834,      -10.79179036
          0,           0,         399,      -11.38122531,      -11.15064797,      -10.94161691,       -10.8314119,      -10.80329974
          0,           0,         400,      -11.39343186,      -11.16110659,      -10.95029934,      -10.83614857,      -10.81555727
          0,           0,         401,      -11.40638094,      -11.17247167,      -10.96083175,       -10.8411573,      -10.82849258
          0,           0,         402,      -11.41997299,       -11.1847036,      -10.97320978,      -10.84671927,      -10.84200668
          0,           0,         403,      -11.43405861,      -11.19771114,      -10.98740211,      -10.85306228,      -10.85594515
          0,           0,         404,      -11.44847456,      -11.21138205,      -11.00332883,      -10.86037705,      -10.87015433
          0,           0,         405,      -11.46303068,       -11.2255752,      -11.02085671,      -10.86880376,      -10.88444223
          0,           0,         406,      -11.47753108,      -11.24012727,      -11.03979936,      -10.87844574,      -10.89862458
          0,           0,         407,      -11.49175987,      -11.25485313,      -11.05990914,      -10.88935821,      -10.91250619
          0,           0,         408,      -11.50552524,      -11.26955103,      -11.08083753,      -10.90155275,      -10.92590574
          0,           0,         409,      -11.51865815,      -11.28401307,      -11.10215933,      -10.91499978,      -10.93867785
          0,           0,         410,      -11.53102203,      -11.29802007,      -11.12335931,      -10.92962458,       -10.9506965
          0,           0,         411,      -11.54252168,      -11.31138579,      -11.14386015,      -10.94530429,        -10.961893
          0,           0,         412,      -11.55311819,      -11.32393665,      -11.16303082,      -10.96187262,      -10.97224907
          0,           0,         413,      -11.56281884,      -11.33553339,      -11.18026789,        -10.979112,      -10.98176599
          0,           0,         414,      -11.57170632,      -11.34610844,      -11.19506318,      -10.99675472,      -10.99052836
          0,           0,         415,      -11.57987777,      -11.35564232,       -11.2070793,      -11.01449311,       -10.9986368
          0,           0,         416,      -11.58749169,      -11.36418387,      -11.21622488,      -11.03197804,      -11.00623156
          0,           0,         417,      -11.59471921,      -11.37182689,      -11.22264203,      -11.04884609,      -11.01346629
          0,           0,         418,      -11.60174788,      -11.37872216,      -11.22671338,      -11.06474012,      -11.02052716
          0,           0,         419,      -11.60876186,      -11.38505968,      -11.22897481,      -11.07933412,      -11.02756666
          0,           0,         420,      -11.61594686,      -11.39104235,      -11.23003964,      -11.09238072,      -11.03475447
          0,           0,         421,      -11.62345194,      -11.39689853,       -11.2305154,       -11.1037276,      -11.04223676
          0,           0,         422,      -11.63143644,      -11.40283413,      -11.23097493,      -11.11334894,      -11.05015052
          0,           0,         423,      -11.64002913,      -11.40905493,      -11.23190304,      -11.12133802,      -11.05863138
          0,           0,         424,      -11.64932181,       -11.4157366,      -11.23370211,      -11.12790529,      -11.06774805
          0,           0,         425,      -11.65939783,      -11.42304441,      -11.23668508,      -11.13334231,      -11.07760354
          0,           0,         426,      -11.67028443,       -11.4311018,      -11.24110005,      -11.13798921,      -11.08821151
          0,           0,         427,      -11.68201092,      -11.43999893,      -11.24711863,      -11.14220766,      -11.09960844
          0,           0,         428,      -11.69454075,      -11.44980288,      -11.25486125,      -11.14635684,      -11.11176165
          0,           0,         429,      -11.70785493,      -11.46053028,      -11.26439559,      -11.15075848,      -11.12464625
          0,           0,         430,      -11.72186277,       -11.4721921,      -11.27576521,      -11.15569675,      -11.13819138
          0,           0,         431,      -11.73643638,      -11.48475002,      -11.28895604,      -11.16141726,      -11.15229411
          0,           0,         432,      -11.75144275,      -11.49813618,      -11.30392838,      -11.16811641,      -11.16679621
          0,           0,         433,       -11.7666876,      -11.51226249,      -11.32060035,      -11.17594466,      -11.18155284
          0,           0,         434,      -11.78201546,      -11.52702629,      -11.33882992,      -11.18501156,      -11.19640909
          0,           0,         435,      -11.79718174,      -11.54227707,      -11.35841139,      -11.19538635,       -11.2111561
          0,           0,         436,      -11.81198881,      -11.55786923,      -11.37907117,      -11.20709926,      -11.22562399
          0,           0,         437,      -11.82625526,      -11.57361433,      -11.40045077,      -11.22013899,      -11.23967348
          0,           0,         438,      -11.83980878,      -11.58932908,      -11.42211165,      -11.23445064,      -11.25314252
          0,           0,         439,       -11.8525501,      -11.60482485,      -11.44353126,      -11.24994319,       -11.2659641
          0,           0,         440,      -11.86442189,      -11.61990838,      -11.46414186,      -11.26647756,      -11.27807737
          0,           0,         441,      -11.87539244,      -11.63440465,      -11.48333531,      -11.28387085,      -11.28947861
          0,           0,         442,      -11.88548972,      -11.64817331,      -11.50055907,      -11.30189265,      -11.30015748
          0,           0,         443,      -11.89482213,       -11.6611118,      -11.51536168,      -11.32027607,      -11.31019403
          0,           0,         444,      -11.90352168,      -11.67315794,      -11.52748287,      -11.33870417,      -11.31972761
          0,           0,         445,      -11.91173899,      -11.68431893,      -11.53691565,      -11.35683025,      -11.32882364
          0,           0,         446,      -11.91964968,      -11.69462748,      -11.54384681,      -11.37431171,      -11.33765233
          0,           0,         447,      -11.92745771,      -11.70419541,      -11.54869673,      -11.39079974,      -11.34636386
          0,           0,         448,       -11.9353564,      -11.71316203,      -11.55198546,      -11.40600772,      -11.35513487
          0,           0,         449,      -11.94349825,      -11.72171287,      -11.55429357,      -11.41972279,      -11.36407606
          0,           0,         450,      -11.95206338,      -11.73003526,      -11.55622611,      -11.43182388,      -11.37335094
          0,           0,         451,      -11.96119025,      -11.73834657,      -11.55829787,      -11.44231634,      -11.38309543
          0,           0,         452,      -11.97096897,      -11.74684016,      -11.56095762,      -11.45131709,      -11.39339113
          0,           0,         453,      -11.98151896,      -11.75570507,      -11.56457268,      -11.45904583,      -11.40436291
          0,           0,         454,        -11.992868,      -11.76508477,      -11.56943994,      -11.46578985,      -11.41600792
          0,           0,         455,      -12.00507258,      -11.77511451,      -11.57576286,      -11.47188797,      -11.42840024
